NAME;LOCATION;STATUS;LATITUDE;NS;LONGITUDE;EW;ELEV;TYPE
Balbi;Bougainville-SW Pacific;Holocene;5.92;S;154.98;E;2715;Stratovolcano
Takuan Group;Bougainville-SW Pacific;Holocene;6.442;S;155.61;E;2210;Volcanic complex
Bagana;Bougainville-SW Pacific;Historical;6.14;S;155.20;E;1750;Lava cone
Loloru;Bougainville-SW Pacific;Radiocarbon;6.52;S;155.62;E;1887;Pyroclastic shield
Nonda;Solomon Is-SW Pacific;Pleistocene-Fumarolic;7.67;S;156.60;E;760;Stratovolcano
Kana Keoki;Solomon Is-SW Pacific;Holocene;8.75;S;157.03;E;-700;Submarine volcano
Coleman Seamount;Solomon Is-SW Pacific;Holocene;8.83;S;157.17;E;;Submarine volcano
Simbo;Solomon Is-SW Pacific;Anthropology;8.292;S;156.52;E;335;Stratovolcano
Unnamed;Solomon Is-SW Pacific;Holocene;8.92;S;158.03;E;-240;Submarine volcano
Gallego;Solomon Is-SW Pacific;Holocene;9.35;S;159.73;E;1000;Volcanic field
Kavachi;Solomon Is-SW Pacific;Historical;9.02;S;157.95;E;-20;Submarine volcano
Savo;Solomon Is-SW Pacific;Historical;9.13;S;159.82;E;485;Stratovolcano
Tinakula;Santa Cruz Is-SW Pacific;Historical;10.38;S;165.80;E;851;Stratovolcano
Motlav;Vanuatu-SW Pacific;Holocene;13.67;S;167.67;E;411;Stratovolcano
Suretamatai;Vanuatu-SW Pacific;Historical;13.8;S;167.47;E;921;Complex volcano
Mere Lava;Vanuatu-SW Pacific;Holocene;14.45;S;168.05;E;1028;Stratovolcano
Gaua;Vanuatu-SW Pacific;Historical;14.27;S;167.50;E;797;Stratovolcano
Aoba;Vanuatu-SW Pacific;Historical;15.4;S;167.83;E;1496;Shield volcano
Ambrym;Vanuatu-SW Pacific;Historical;16.25;S;168.12;E;1334;Pyroclastic shield
Lopevi;Vanuatu-SW Pacific;Historical;16.507;S;168.35;E;1413;Stratovolcano
Epi;Vanuatu-SW Pacific;Historical;16.68;S;168.37;E;833;Stratovolcano
Kuwae;Vanuatu-SW Pacific;Historical;16.829;S;168.54;E;-2;Caldera
Unnamed;Vanuatu-SW Pacific;Holocene;16.992;S;168.59;E;216;Stratovolcano
North Vate;Vanuatu-SW Pacific;Holocene;17.47;S;168.35;E;594;Stratovolcano
Traitor's Head;Vanuatu-SW Pacific;Historical;18.75;S;169.23;E;837;Stratovolcano
Yasur;Vanuatu-SW Pacific;Historical;19.53;S;169.44;E;361;Stratovolcano
Aneityum;Vanuatu-SW Pacific;Holocene;20.2;S;169.78;E;852;Stratovolcano
Eastern Gemini Seamount;SW Pacific;Historical;20.98;S;170.28;E;-80;Submarine volcano
Matthew Island;SW Pacific;Historical;22.33;S;171.32;E;177;Stratovolcano
Hunter Island;SW Pacific;Historical;22.4;S;172.05;E;297;Stratovolcano
Unnamed;SW Pacific;Hydrophonic;25.78;S;168.63;E;-2400;Submarine volcano
Newer Volcanics Prov;Australia;Radiocarbon;37.77;S;142.50;E;1011;Shield volcano
Narcondum;Andaman Is-Indian O;Holocene;13.43;N;94.28;E;710;Stratovolcano
Barren Island;Andaman Is-Indian O;Historical;12.278;N;93.86;E;354;Stratovolcano
Pulau Weh;Sumatra;Pleistocene-Fumarolic;5.82;N;95.28;E;617;Stratovolcano
Seulawah Agam;Sumatra;Historical;5.448;N;95.66;E;1810;Stratovolcano
Peuet Sague;Sumatra;Historical;4.914;N;96.33;E;2801;Complex volcano
Geureudong;Sumatra;Historical;4.813;N;96.82;E;2885;Stratovolcano
Kembar;Sumatra;Pleistocene-Fumarolic;3.85;N;97.66;E;2245;Shield volcano
Sibayak;Sumatra;Historical;3.23;N;98.52;E;2212;Stratovolcano
Sinabung;Sumatra;Holocene;3.17;N;98.39;E;2460;Stratovolcano
Toba;Sumatra;Holocene;2.58;N;98.83;E;2157;Caldera
Imun;Sumatra;Holocene;2.158;N;98.93;E;1505;Unknown
Helatoba-Tarutung;Sumatra;Pleistocene-Fumarolic;2.03;N;98.93;E;1100;Fumarole field
Lubukraya;Sumatra;Holocene;1.478;N;99.21;E;1862;Stratovolcano
Sibualbuali;Sumatra;Holocene;1.556;N;99.26;E;1819;Stratovolcano
Sorikmarapi;Sumatra;Historical;0.686;N;99.54;E;2145;Stratovolcano
Sarik-Gajah;Sumatra;Holocene;0.08;N;100.20;E;;Pyroclastic cone
Talakmau;Sumatra;Holocene;0.079;N;99.98;E;2919;Complex volcano
Marapi;Sumatra;Historical;0.381;S;100.47;E;2891;Complex volcano
Tandikat;Sumatra;Historical;0.433;S;100.32;E;2438;Stratovolcano
Talang;Sumatra;Historical;0.978;S;100.68;E;2597;Stratovolcano
Hutapanjang;Sumatra;Holocene;2.33;S;101.60;E;2021;Stratovolcano
Kerinci;Sumatra;Historical;1.697;S;101.26;E;3800;Stratovolcano
Sumbing;Sumatra;Historical;2.414;S;101.73;E;2507;Stratovolcano
Pendan;Sumatra;Holocene;2.82;S;102.02;E;;Unknown
Kunyit;Sumatra;Fumarolic;2.592;S;101.63;E;2151;Stratovolcano
Belirang-Beriti;Sumatra;Fumarolic;2.82;S;102.18;E;1958;Compound volcano
Daun, Bukit;Sumatra;Fumarolic;3.38;S;102.37;E;2467;Stratovolcano
Kaba;Sumatra;Historical;3.52;S;102.62;E;1952;Stratovolcano
Patah;Sumatra;Uncertain;4.27;S;103.30;E;2817;Unknown
Dempo;Sumatra;Historical;4.03;S;103.13;E;3173;Stratovolcano
Lumut Balai, Bukit;Sumatra;Fumarolic;4.22;S;103.62;E;2055;Stratovolcano
Ranau;Sumatra;Holocene;4.83;S;103.92;E;1881;Caldera
Besar;Sumatra;Historical;4.43;S;103.67;E;1899;Stratovolcano
Sekincau Belirang;Sumatra;Fumarolic;5.12;S;104.32;E;1719;Caldera
Suoh;Sumatra;Historical;5.25;S;104.27;E;1000;Caldera
Hulubelu;Sumatra;Fumarolic;5.35;S;104.60;E;1040;Caldera
Rajabasa;Sumatra;Fumarolic;5.78;S;105.63;E;1281;Stratovolcano
Krakatau;Indonesia;Historical;6.102;S;105.42;E;813;Caldera
Pulosari;Java;Holocene;6.342;S;105.98;E;1346;Stratovolcano
Karang;Java;Holocene;6.27;S;106.04;E;1778;Stratovolcano
Kiaraberes-Gagak;Java;Historical;6.73;S;106.65;E;1511;Stratovolcano
Perbakti;Java;Fumarolic;6.75;S;106.68;E;1699;Stratovolcano
Salak;Java;Historical;6.72;S;106.73;E;2211;Stratovolcano
Gede;Java;Historical;6.78;S;106.98;E;2958;Stratovolcano
Patuha;Java;Holocene;7.16;S;107.40;E;2434;Stratovolcano
Malabar;Java;Holocene;7.13;S;107.65;E;2343;Stratovolcano
Wayang-Windu;Java;Fumarolic;7.208;S;107.63;E;2182;Lava dome
Tangkubanparahu;Java;Historical;6.77;S;107.60;E;2084;Stratovolcano
Papandayan;Java;Historical;7.32;S;107.73;E;2665;Stratovolcano
Kendang;Java;Holocene;7.23;S;107.72;E;2608;Stratovolcano
Kamojang, Kawah;Java;Pleistocene-Fumarolic;7.125;S;107.80;E;1730;Stratovolcano
Tampomas;Java;Holocene;6.77;S;107.95;E;1684;Stratovolcano
Guntur;Java;Historical;7.143;S;107.84;E;2249;Complex volcano
Galunggung;Java;Historical;7.25;S;108.06;E;2168;Stratovolcano
Talagabodas;Java;Fumarolic;7.208;S;108.07;E;2201;Stratovolcano
Karaha, Kawah;Java;Fumarolic;7.12;S;108.08;E;1155;Fumarole field
Cereme;Java;Historical;6.892;S;108.40;E;3078;Stratovolcano
Slamet;Java;Historical;7.242;S;109.21;E;3428;Stratovolcano
Dieng Volc Complex;Java;Historical;7.2;S;109.92;E;2565;Complex volcano
Sundoro;Java;Historical;7.3;S;109.99;E;3136;Stratovolcano
Sumbing;Java;Historical;7.384;S;110.07;E;3371;Stratovolcano
Telomoyo;Java;Holocene;7.37;S;110.40;E;1894;Stratovolcano
Ungaran;Java;Holocene;7.18;S;110.33;E;2050;Stratovolcano
Merbabu;Java;Historical;7.45;S;110.43;E;3145;Stratovolcano
Muria;Java;Holocene;6.62;S;110.88;E;1625;Stratovolcano
Merapi;Java;Historical;7.542;S;110.44;E;2968;Stratovolcano
Lawu;Java;Historical;7.625;S;111.19;E;3265;Stratovolcano
Wilis;Java;Holocene;7.808;S;111.76;E;2563;Stratovolcano
Kawi-Butak;Java;Holocene;7.92;S;112.45;E;2651;Stratovolcano
Kelut;Java;Historical;7.93;S;112.31;E;1731;Stratovolcano
Penanggungan;Java;Holocene;7.62;S;112.63;E;1653;Stratovolcano
Malang Plain;Java;Holocene;8.02;S;112.68;E;680;Maar
Arjuno-Welirang;Java;Historical;7.725;S;112.58;E;3339;Stratovolcano
Semeru;Java;Historical;8.108;S;112.92;E;3676;Stratovolcano
Tengger Caldera;Java;Historical;7.942;S;112.95;E;2329;Stratovolcano
Lurus;Java;Holocene;7.73;S;113.58;E;539;Complex volcano
Lamongan;Java;Historical;7.979;S;113.34;E;1651;Stratovolcano
Iyang-Argapura;Java;Holocene;7.97;S;113.57;E;3088;Complex volcano
Raung;Java;Historical;8.125;S;114.04;E;3332;Stratovolcano
Baluran;Java;Holocene;7.85;S;114.37;E;1247;Stratovolcano
Ijen;Java;Historical;8.058;S;114.24;E;2799;Stratovolcano
Bratan;Lesser Sunda Is;Holocene;8.28;S;115.13;E;2276;Caldera
Batur;Lesser Sunda Is;Historical;8.242;S;115.38;E;1717;Caldera
Agung;Lesser Sunda Is;Historical;8.342;S;115.51;E;3142;Stratovolcano
Rinjani;Lesser Sunda Is;Historical;8.42;S;116.47;E;3726;Stratovolcano
Tambora;Lesser Sunda Is;Historical;8.25;S;118.00;E;2850;Stratovolcano
Sangeang Api;Lesser Sunda Is;Historical;8.2;S;119.07;E;1949;Complex volcano
Sano, Wai;Lesser Sunda Is;Holocene;8.72;S;120.02;E;903;Caldera
Ranakah;Lesser Sunda Is;Historical;8.62;S;120.52;E;2100;Lava dome
Poco Leok;Lesser Sunda Is;Fumarolic;8.68;S;120.48;E;1675;Unknown
Inierie;Lesser Sunda Is;Radiocarbon;8.875;S;120.95;E;2245;Stratovolcano
Inielika;Lesser Sunda Is;Historical;8.73;S;120.98;E;1559;Complex volcano
Ebulobo;Lesser Sunda Is;Historical;8.82;S;121.18;E;2124;Stratovolcano
Iya;Lesser Sunda Is;Historical;8.897;S;121.65;E;637;Stratovolcano
Sukaria Caldera;Lesser Sunda Is;Fumarolic;8.792;S;121.77;E;1500;Caldera
Ndete Napu;Lesser Sunda Is;Fumarolic;8.72;S;121.78;E;750;Fumarole field
Kelimutu;Lesser Sunda Is;Historical;8.77;S;121.82;E;1639;Complex volcano
Paluweh;Lesser Sunda Is;Historical;8.32;S;121.71;E;875;Stratovolcano
Egon;Lesser Sunda Is;Historical;8.67;S;122.45;E;1703;Stratovolcano
Ilimuda;Lesser Sunda Is;Fumarolic;8.478;S;122.67;E;1100;Stratovolcano
Lewotobi;Lesser Sunda Is;Historical;8.542;S;122.78;E;1703;Stratovolcano
Leroboleng;Lesser Sunda Is;Historical;8.358;S;122.84;E;1117;Complex volcano
Riang Kotang;Lesser Sunda Is;Fumarolic;8.3;S;122.89;E;200;Fumarole field
Iliboleng;Lesser Sunda Is;Historical;8.342;S;123.26;E;1659;Stratovolcano
Lewotolo;Lesser Sunda Is;Historical;8.272;S;123.51;E;1423;Stratovolcano
Ililabalekan;Lesser Sunda Is;Fumarolic;8.55;S;123.38;E;1018;Stratovolcano
Iliwerung;Lesser Sunda Is;Historical;8.53;S;123.57;E;1018;Complex volcano
Tara, Batu;Lesser Sunda Is;Historical;7.792;S;123.58;E;748;Stratovolcano
Sirung;Lesser Sunda Is;Historical;8.508;S;124.13;E;862;Complex volcano
Yersey;Lesser Sunda Is;Uncertain;7.53;S;123.95;E;-3800;Submarine volcano
Emperor of China;Banda Sea;Uncertain;6.62;S;124.22;E;-2850;Submarine volcano
Nieuwerkerk;Banda Sea;Uncertain;6.6;S;124.68;E;-2285;Submarine volcano
Gunungapi Wetar;Banda Sea;Historical;6.642;S;126.65;E;282;Stratovolcano
Wurlali;Banda Sea;Historical;7.125;S;128.68;E;868;Stratovolcano
Teon;Banda Sea;Historical;6.92;S;129.13;E;655;Stratovolcano
Nila;Banda Sea;Historical;6.73;S;129.50;E;781;Stratovolcano
Serua;Banda Sea;Historical;6.3;S;130.00;E;641;Stratovolcano
Manuk;Banda Sea;Fumarolic;5.53;S;130.29;E;282;Stratovolcano
Banda Api;Banda Sea;Historical;4.525;S;129.87;E;640;Caldera
Colo [Una Una];Sulawesi-Indonesia;Historical;0.17;S;121.61;E;507;Stratovolcano
Ambang;Sulawesi-Indonesia;Historical;0.75;N;124.42;E;1795;Complex volcano
Soputan;Sulawesi-Indonesia;Historical;1.108;N;124.73;E;1784;Stratovolcano
Sempu;Sulawesi-Indonesia;Fumarolic;1.13;N;124.76;E;1549;Caldera
Tondano Caldera;Sulawesi-Indonesia;Fumarolic;1.23;N;124.83;E;1202;Caldera
Lokon-Empung;Sulawesi-Indonesia;Historical;1.358;N;124.79;E;1580;Stratovolcano
Mahawu;Sulawesi-Indonesia;Historical;1.358;N;124.86;E;1324;Stratovolcano
Klabat;Sulawesi-Indonesia;Fumarolic;1.47;N;125.03;E;1995;Stratovolcano
Tongkoko;Sulawesi-Indonesia;Historical;1.52;N;125.20;E;1149;Stratovolcano
Ruang;Sangihe Is-Indonesia;Historical;2.3;N;125.37;E;725;Stratovolcano
Karangetang [Api Siau];Sangihe Is-Indonesia;Historical;2.78;N;125.40;E;1784;Stratovolcano
Banua Wuhu;Sangihe Is-Indonesia;Historical;3.138;N;125.49;E;-5;Submarine volcano
Awu;Sangihe Is-Indonesia;Historical;3.67;N;125.50;E;1320;Stratovolcano
Unnamed;Sangihe Is-Indonesia;Uncertain;3.97;N;124.17;E;-5000;Submarine volcano
Tarakan;Halmahera-Indonesia;Holocene;1.83;N;127.83;E;318;Pyroclastic cone
Dukono;Halmahera-Indonesia;Historical;1.68;N;127.88;E;1335;Complex volcano
Tobaru;Halmahera-Indonesia;Holocene;1.63;N;127.67;E;1035;Unknown
Ibu;Halmahera-Indonesia;Historical;1.488;N;127.63;E;1325;Stratovolcano
Gamkonora;Halmahera-Indonesia;Historical;1.38;N;127.53;E;1635;Stratovolcano
Jailolo;Halmahera-Indonesia;Holocene;1.08;N;127.42;E;1130;Stratovolcano
Hiri;Halmahera-Indonesia;Holocene;0.9;N;127.32;E;630;Stratovolcano
Todoko-Ranu;Halmahera-Indonesia;Holocene;1.25;N;127.47;E;979;Caldera
Tidore;Halmahera-Indonesia;Holocene;0.658;N;127.40;E;1730;Stratovolcano
Mare;Halmahera-Indonesia;Holocene;0.57;N;127.40;E;308;Stratovolcano
Moti;Halmahera-Indonesia;Holocene;0.45;N;127.40;E;950;Stratovolcano
Gamalama;Halmahera-Indonesia;Historical;0.8;N;127.33;E;1715;Stratovolcano
Tigalalu;Halmahera-Indonesia;Holocene;0.07;N;127.42;E;422;Stratovolcano
Amasing;Halmahera-Indonesia;Holocene;0.53;S;127.48;E;1030;Stratovolcano
Bibinoi;Halmahera-Indonesia;Holocene;0.77;S;127.72;E;900;Stratovolcano
Makian;Halmahera-Indonesia;Historical;0.32;N;127.40;E;1357;Stratovolcano
Bombalai;Borneo;Holocene;4.4;N;117.88;E;531;Pyroclastic cone
Jolo;Sulu Is-Philippines;Historical;6.013;N;121.06;E;811;Pyroclastic cone
Parker;Mindanao-Philippines;Historical;6.113;N;124.89;E;1824;Stratovolcano
Balut;Mindanao-Philippines;Fumarolic;5.4;N;125.38;E;862;Stratovolcano
Matutum;Mindanao-Philippines;Holocene;6.37;N;125.07;E;2286;Stratovolcano
Leonard Range;Mindanao-Philippines;Radiocarbon;7.382;N;126.05;E;1190;Stratovolcano
Apo;Mindanao-Philippines;Fumarolic;7.008;N;125.27;E;2954;Stratovolcano
Makaturing;Mindanao-Philippines;Historical;7.647;N;124.32;E;1940;Stratovolcano
Latukan;Mindanao-Philippines;Holocene;7.65;N;124.47;E;2158;Stratovolcano
Kalatungan;Mindanao-Philippines;Holocene;7.95;N;124.80;E;2824;Stratovolcano
Ragang;Mindanao-Philippines;Historical;7.7;N;124.50;E;2815;Stratovolcano
Malindang;Mindanao-Philippines;Holocene;8.22;N;123.63;E;2435;Stratovolcano
Balatukan;Mindanao-Philippines;Fumarolic;8.77;N;124.98;E;2450;Compound volcano
Musuan;Mindanao-Philippines;Historical;7.877;N;125.07;E;646;Lava dome
Camiguin;Mindanao-Philippines;Historical;9.203;N;124.67;E;1552;Stratovolcano
Paco;Mindanao-Philippines;Anthropology;9.593;N;125.52;E;524;Stratovolcano
Cuernos de Negros;Philippines-C;Fumarolic;9.258;N;123.18;E;1862;Stratovolcano
Canlaon;Philippines-C;Historical;10.412;N;123.13;E;2435;Stratovolcano
Mandalagan;Philippines-C;Holocene;10.65;N;123.25;E;1879;Stratovolcano
Silay;Philippines-C;Holocene;10.77;N;123.23;E;1535;Stratovolcano
Cabalian;Philippines-C;Fumarolic;10.287;N;125.22;E;945;Stratovolcano
Mahagnoa;Philippines-C;Fumarolic;10.872;N;124.85;E;800;Stratovolcano
Biliran;Philippines-C;Historical;11.523;N;124.54;E;1301;Compound volcano
Bulusan;Luzon-Philippines;Historical;12.77;N;124.05;E;1565;Stratovolcano
Pocdol Mountains;Luzon-Philippines;Holocene;13.05;N;123.96;E;1102;Compound volcano
Masaraga;Luzon-Philippines;Holocene;13.32;N;123.60;E;1328;Stratovolcano
Mayon;Luzon-Philippines;Historical;13.257;N;123.69;E;2462;Stratovolcano
Iriga;Luzon-Philippines;Historical;13.457;N;123.46;E;1196;Stratovolcano
Isarog;Luzon-Philippines;Fumarolic;13.658;N;123.38;E;1966;Stratovolcano
Labo;Luzon-Philippines;Pleistocene-Hot Springs;14.02;N;122.79;E;1544;Compound volcano
Malindig;Luzon-Philippines;Hot Springs;13.24;N;122.02;E;1157;Stratovolcano
Panay;Luzon-Philippines;Pleistocene-Fumarolic;13.723;N;120.89;E;501;Stratovolcano
Malinao;Luzon-Philippines;Fumarolic;13.422;N;123.60;E;1548;Stratovolcano
Banahao;Luzon-Philippines;Holocene;14.07;N;121.48;E;2158;Complex volcano
San Pablo Volc Field;Luzon-Philippines;Anthropology;14.12;N;121.30;E;1090;Stratovolcano
Taal;Luzon-Philippines;Historical;14.002;N;120.99;E;400;Stratovolcano
Mariveles;Luzon-Philippines;Radiocarbon;14.52;N;120.47;E;1420;Stratovolcano
Natib;Luzon-Philippines;Holocene;14.705;N;120.40;E;1287;Stratovolcano
Pinatubo;Luzon-Philippines;Historical;15.13;N;120.35;E;1486;Stratovolcano
Arayat;Luzon-Philippines;Holocene;15.2;N;120.74;E;1026;Stratovolcano
Amorong;Luzon-Philippines;Fumarolic;15.828;N;120.81;E;376;Unknown
Santo Tomas;Luzon-Philippines;Uncertain;16.33;N;120.55;E;2260;Stratovolcano
Patoc;Luzon-Philippines;Fumarolic;17.147;N;120.98;E;1865;Stratovolcano
Ambalatungan Group;Luzon-Philippines;Fumarolic;17.32;N;121.10;E;2329;Compound volcano
Laguna Caldera;Luzon-Philippines;Fumarolic;14.42;N;121.27;E;743;Caldera
Cagua;Luzon-Philippines;Historical;18.222;N;122.12;E;1133;Stratovolcano
Camiguin de Babuyanes;Luzon-N of;Historical;18.83;N;121.86;E;712;Stratovolcano
Didicas;Luzon-N of;Historical;19.077;N;122.20;E;244;Compound volcano
Babuyan Claro;Luzon-N of;Historical;19.523;N;121.94;E;1080;Stratovolcano
Unnamed;Luzon-N of;Historical;20.33;N;121.75;E;-24;Submarine volcano
Iraya;Luzon-N of;Historical;20.469;N;122.01;E;1009;Stratovolcano
Leizhou Bandao;SE Asia;Holocene;20.83;N;109.78;E;259;Volcanic field
Cu-Lao Re Group;SE Asia;Holocene;15.38;N;109.12;E;181;Volcanic field
Toroeng Prong;SE Asia;Holocene;14.93;N;108.00;E;800;Cinder cone
Haut Dong Nai;SE Asia;Holocene;11.6;N;108.20;E;1000;Volcanic field
Bas Dong Nai;SE Asia;Holocene;10.8;N;107.20;E;392;Volcanic field
Cendres, Ile des;SE Asia;Historical;10.158;N;109.01;E;-20;Submarine volcano
Veteran;SE Asia;Fumarolic;9.83;N;109.05;E;;Submarine volcano
Popa;SE Asia;Anthropology;20.92;N;95.25;E;1518;Stratovolcano
Lower Chindwin;SE Asia;Holocene;22.28;N;95.10;E;385;Volcanic field
Singu Plateau;SE Asia;Holocene;22.7;N;95.98;E;507;Fissure vent
Tengchong;SE Asia;Holocene;25.23;N;98.50;E;2865;Pyroclastic cone
Unnamed;Taiwan-E of;Uncertain;19.17;N;132.25;E;-10;Submarine volcano
Unnamed;Taiwan-E of;Uncertain;20.93;N;134.75;E;-6000;Submarine volcano
Unnamed;Taiwan-E of;Uncertain;21.83;N;121.18;E;-115;Submarine volcano
Kueishantao;Taiwan;Pleistocene-Fumarolic;24.85;N;121.92;E;401;Stratovolcano
Tatun Group;Taiwan;Pleistocene-Fumarolic;25.17;N;121.52;E;1120;Stratovolcano
Unnamed;Taiwan-E of;Historical;24;N;121.83;E;;Submarine volcano
Pengchiahsu;Taiwan-N of;Pleistocene-Fumarolic;25.63;N;122.07;E;129;Stratovolcano
Unnamed;Taiwan-N of;Uncertain;25.4;N;122.20;E;-100;Submarine volcano
Zengyu;Taiwan-N of;Uncertain;26.18;N;122.46;E;-418;Submarine volcano
Iriomote-jima;Ryukyu Is;Historical;24.558;N;124.00;E;-200;Submarine volcano
Yokoate-jima;Ryukyu Is;Historical;28.797;N;129.00;E;495;Stratovolcano
Akuseki-jima;Ryukyu Is;Holocene;29.461;N;129.60;E;584;Stratovolcano
Iwo-Tori-shima;Ryukyu Is;Historical;27.877;N;128.22;E;212;Complex volcano
Suwanose-jima;Ryukyu Is;Historical;29.635;N;129.72;E;799;Stratovolcano
Kogaja-jima;Ryukyu Is;Holocene;29.879;N;129.63;E;301;Lava dome
Gaja-jima;Ryukyu Is;Holocene;29.9;N;129.54;E;497;Stratovolcano
Kuchino-shima;Ryukyu Is;Tephrochronology;29.964;N;129.93;E;628;Stratovolcano
Nakano-shima;Ryukyu Is;Historical;29.856;N;129.86;E;979;Stratovolcano
Kuchinoerabu-jima;Ryukyu Is;Historical;30.44;N;130.22;E;657;Stratovolcano
Kikai;Ryukyu Is;Historical;30.789;N;130.31;E;704;Caldera
Ibusuki Volc Field;Kyushu-Japan;Historical;31.22;N;130.57;E;922;Caldera
Sumiyoshi-ike;Kyushu-Japan;Radiocarbon;31.768;N;130.59;E;100;Maar
Sakura-jima;Kyushu-Japan;Historical;31.585;N;130.66;E;1117;Stratovolcano
Fukue-jima;Kyushu-Japan;Tephrochronology;32.653;N;128.85;E;317;Shield volcano
Kirishima;Kyushu-Japan;Historical;31.931;N;130.86;E;1700;Shield volcano
Unzen;Kyushu-Japan;Historical;32.757;N;130.29;E;1500;Complex volcano
Aso;Kyushu-Japan;Historical;32.881;N;131.11;E;1592;Caldera
Kuju;Kyushu-Japan;Historical;33.083;N;131.25;E;1791;Stratovolcano
Tsurumi;Kyushu-Japan;Historical;33.28;N;131.43;E;1584;Lava dome
Abu;Honshu-Japan;Holocene;34.5;N;131.60;E;641;Shield volcano
Sanbe;Honshu-Japan;Radiocarbon;35.13;N;132.62;E;1126;Stratovolcano
Oki-Dogo;Honshu-Japan;Anthropology;36.176;N;133.33;E;151;Shield volcano
Izu-Tobu;Honshu-Japan;Historical;34.9;N;139.10;E;1406;Pyroclastic cone
Hakone;Honshu-Japan;Radiocarbon;35.23;N;139.02;E;1438;Complex volcano
Tateshina;Honshu-Japan;Holocene;36.1;N;138.30;E;2530;Stratovolcano
Fuji;Honshu-Japan;Historical;35.358;N;138.73;E;3776;Stratovolcano
On-take;Honshu-Japan;Historical;35.89;N;137.48;E;3063;Complex volcano
Haku-san;Honshu-Japan;Historical;36.152;N;136.77;E;2702;Stratovolcano
Norikura;Honshu-Japan;Radiocarbon;36.103;N;137.56;E;3026;Stratovolcano
Washiba-Kumonotaira;Honshu-Japan;Tephrochronology;36.408;N;137.59;E;2924;Shield volcano
Yake-dake;Honshu-Japan;Historical;36.224;N;137.59;E;2455;Stratovolcano
Tate-yama;Honshu-Japan;Historical;36.568;N;137.59;E;2621;Stratovolcano
Niigata-Yake-yama;Honshu-Japan;Historical;36.918;N;138.04;E;2400;Lava dome
Myoko;Honshu-Japan;Radiocarbon;36.888;N;138.12;E;2446;Stratovolcano
Asama;Honshu-Japan;Historical;36.403;N;138.53;E;2568;Complex volcano
Shiga;Honshu-Japan;Holocene;36.688;N;138.52;E;2041;Shield volcano
Haruna;Honshu-Japan;Anthropology;36.474;N;138.88;E;1449;Stratovolcano
Kusatsu-Shirane;Honshu-Japan;Historical;36.62;N;138.54;E;2171;Stratovolcano
Hiuchi;Honshu-Japan;Historical;36.952;N;139.29;E;2356;Stratovolcano
Akagi;Honshu-Japan;Uncertain;36.557;N;139.20;E;1828;Stratovolcano
Nantai;Honshu-Japan;Holocene;36.762;N;139.49;E;2486;Stratovolcano
Omanago Group;Honshu-Japan;Holocene;36.792;N;139.51;E;2367;Lava dome
Takahara;Honshu-Japan;Holocene;36.897;N;139.78;E;1795;Stratovolcano
Nikko-Shirane;Honshu-Japan;Historical;36.796;N;139.38;E;2578;Shield volcano
Numazawa;Honshu-Japan;Radiocarbon;37.45;N;139.58;E;1100;Shield volcano
Nasu;Honshu-Japan;Historical;37.122;N;139.97;E;1915;Stratovolcano
Bandai;Honshu-Japan;Historical;37.598;N;140.08;E;1819;Stratovolcano
Adatara;Honshu-Japan;Historical;37.644;N;140.29;E;1718;Stratovolcano
Azuma;Honshu-Japan;Historical;37.732;N;140.25;E;2035;Stratovolcano
Hijiori;Honshu-Japan;Radiocarbon;38.606;N;140.18;E;516;Caldera
Zao;Honshu-Japan;Historical;38.141;N;140.44;E;1841;Complex volcano
Narugo;Honshu-Japan;Historical;38.733;N;140.73;E;470;Caldera
Kurikoma;Honshu-Japan;Historical;38.958;N;140.79;E;1628;Stratovolcano
Chokai;Honshu-Japan;Historical;39.096;N;140.05;E;2233;Stratovolcano
Akita-Komaga-take;Honshu-Japan;Historical;39.758;N;140.80;E;1637;Stratovolcano
Iwate;Honshu-Japan;Historical;39.85;N;141.00;E;2041;Complex volcano
Hachimantai;Honshu-Japan;Holocene;39.955;N;140.86;E;1614;Stratovolcano
Kanpu;Honshu-Japan;Radiocarbon;39.931;N;139.88;E;355;Stratovolcano
Megata;Honshu-Japan;Tephrochronology;39.95;N;139.73;E;291;Maar
Akita-Yake-yama;Honshu-Japan;Historical;39.961;N;140.76;E;1366;Complex volcano
Towada;Honshu-Japan;Historical;40.47;N;140.92;E;1159;Caldera
Iwaki;Honshu-Japan;Historical;40.653;N;140.31;E;1625;Stratovolcano
Hakkoda Group;Honshu-Japan;Radiocarbon;40.656;N;140.88;E;1585;Stratovolcano
Osore-yama;Honshu-Japan;Historical;41.276;N;141.12;E;879;Stratovolcano
Mutsu-Hiuchi-dake;Honshu-Japan;Pleistocene-Fumarolic;41.436;N;141.06;E;781;Stratovolcano
To-shima;Izu Is-Japan;Tephrochronology;34.517;N;139.28;E;508;Stratovolcano
Oshima;Izu Is-Japan;Historical;34.721;N;139.40;E;764;Stratovolcano
Nii-jima;Izu Is-Japan;Historical;34.393;N;139.27;E;432;Lava dome
Kozu-shima;Izu Is-Japan;Historical;34.216;N;139.16;E;572;Lava dome
Mikura-jima;Izu Is-Japan;Tephrochronology;33.871;N;139.61;E;851;Stratovolcano
Kurose Hole;Izu Is-Japan;Holocene;33.4;N;139.68;E;-107;Submarine volcano
Miyake-jima;Izu Is-Japan;Historical;34.079;N;139.53;E;815;Stratovolcano
